Values,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
2.0,1.606557,2.923502,1.829664,1.129542,0.49004,2.187625,1.40414,1.402946,2.839746,1.863235,1.89743,2.246866,0.722498,0.750781,0.248018,3.607272,1.572863,3.643654,8.489153,6.274355,1.880519,3.108025,1.88827,0.865835,0.437356
2.0,1.557762,2.944902,1.809494,1.205028,0.452929,2.354513,1.33384,1.498176,2.683002,2.01341,1.788871,2.334174,0.805681,0.716998,0.243806,3.591156,1.663932,4.005448,8.889567,6.258744,1.77222,3.128038,1.792133,0.93367,0.395159
2.0,1.7171,2.767771,1.683444,1.250851,0.401054,2.511789,1.174314,1.487233,2.64119,2.228256,1.741575,2.219609,0.894704,0.693552,0.249188,3.625005,1.719318,4.228055,8.731205,6.325885,1.91095,2.902117,1.580453,1.005404,0.349247
2.0,2.044587,2.487866,1.529778,1.264538,0.346924,2.631055,0.972501,1.426082,2.672181,2.464877,1.743571,1.941578,1.032532,0.691386,0.261966,3.6275,1.714152,4.295883,8.009886,6.292295,2.291969,2.524385,1.324189,1.068242,0.31321
2.0,2.507075,2.215028,1.414691,1.238781,0.302527,2.680406,0.794813,1.366588,2.695853,2.650092,1.796008,1.576691,1.241689,0.705412,0.279121,3.566692,1.633008,4.209049,6.977375,6.091609,2.792133,2.11296,1.098148,1.099888,0.299517
2.0,2.954696,2.039625,1.353334,1.167911,0.274762,2.654346,0.701458,1.327378,2.650013,2.713664,1.896739,1.235177,1.525701,0.71931,0.297389,3.361479,1.512142,3.986099,5.981894,5.750712,3.2751,1.78821,0.951601,1.081181,0.31555
2.0,3.208612,1.991855,1.307004,1.053737,0.264734,2.49601,0.697156,1.288575,2.523421,2.620773,1.99147,0.999485,1.862541,0.715231,0.31384,3.002245,1.44982,3.68194,5.310005,5.364432,3.509264,1.628998,0.887422,1.006592,0.35944
2.0,3.18325,2.062018,1.21343,0.908812,0.269288,2.251359,0.752475,1.221326,2.367893,2.392856,2.04113,0.928772,2.201912,0.686568,0.325252,2.620417,1.585043,3.376022,5.086658,5.053194,3.41433,1.678339,0.865708,0.8884,0.417925
2.0,2.84513,2.207809,1.046318,0.761062,0.282661,1.947549,0.8288,1.113704,2.25172,2.100886,2.000691,1.041112,2.480319,0.64482,0.329616,2.319834,2.004529,3.063815,5.223571,4.915551,2.94752,1.919306,0.847582,0.757392,0.47064
2.0,2.365173,2.38364,0.840127,0.638043,0.298813,1.682116,0.89456,0.991769,2.194766,1.836834,1.90432,1.30669,2.641769,0.605852,0.328014,2.169398,2.714774,2.744144,5.529471,4.943429,2.349592,2.284961,0.819013,0.644686,0.498463
2.0,1.843756,2.522836,0.666241,0.559125,0.31306,1.462188,0.944488,0.916723,2.163613,1.688041,1.780167,1.657576,2.648042,0.580894,0.323006,2.151524,3.592741,2.45107,5.815585,5.054302,1.734189,2.651144,0.800512,0.5741,0.491058
2.0,1.468319,2.56777,0.56923,0.531535,0.322996,1.305134,0.973185,0.925833,2.110607,1.702443,1.668102,1.993476,2.495227,0.572927,0.316248,2.21198,4.419403,2.194683,5.954794,5.147886,1.322603,2.886103,0.805522,0.559992,0.450233
2.0,1.285419,2.497319,0.561625,0.552453,0.329009,1.216789,0.98168,1.022788,2.008033,1.856902,1.58417,2.225221,2.232411,0.581702,0.308767,2.292436,4.969658,1.974738,5.913394,5.164474,1.14167,2.916039,0.848061,0.607656,0.388596
2.0,1.311168,2.35648,0.631939,0.612538,0.332563,1.195014,0.979671,1.184703,1.865574,2.075228,1.525617,2.28907,1.916891,0.605148,0.30222,2.3728,5.136034,1.808802,5.77356,5.132647,1.212376,2.769135,0.937614,0.709679,0.32404
2.0,1.491599,2.236966,0.765496,0.698784,0.33461,1.23194,0.985285,1.362814,1.722014,2.273159,1.478409,2.184893,1.608782,0.636753,0.297708,2.478156,4.995634,1.744008,5.607401,5.124562,1.466959,2.572522,1.075601,0.84435,0.272097
2.0,1.798308,2.234461,0.935473,0.797185,0.334637,1.306604,1.007617,1.493664,1.613491,2.394338,1.437629,1.976305,1.35267,0.671347,0.294177,2.684267,4.705653,1.79054,5.408467,5.207795,1.888542,2.459615,1.241716,0.979597,0.240461
2.0,2.131644,2.377486,1.119009,0.890427,0.332743,1.356749,1.045322,1.531241,1.553253,2.428926,1.370011,1.754749,1.170652,0.70102,0.29133,3.02192,4.416595,1.906848,5.134611,5.406959,2.336046,2.479052,1.401773,1.079824,0.22935
2.0,2.421488,2.641938,1.29283,0.959559,0.330675,1.335422,1.093446,1.462389,1.536549,2.40722,1.260034,1.587986,1.054078,0.718522,0.29156,3.437536,4.173363,1.989211,4.782238,5.695881,2.662557,2.601307,1.527335,1.12169,0.235894
2.0,2.567958,2.950068,1.420222,0.990264,0.331083,1.229808,1.147639,1.307664,1.58143,2.387757,1.115003,1.486476,0.968028,0.724355,0.298781,3.82116,3.908589,1.952176,4.441666,6.018126,2.75178,2.72651,1.590444,1.105408,0.256629
2.0,2.54455,3.195495,1.469872,0.978416,0.334817,1.050234,1.19277,1.115468,1.735573,2.431269,0.980677,1.414943,0.885414,0.719731,0.313302,4.052984,3.511963,1.78454,4.244734,6.297325,2.581386,2.740414,1.592964,1.053557,0.286359
2.0,2.324181,3.301012,1.441605,0.933222,0.339166,0.861427,1.217638,0.956088,2.031897,2.567088,0.910399,1.326714,0.82559,0.707323,0.33124,4.06869,2.951559,1.552187,4.251381,6.486834,2.231822,2.598742,1.575658,0.997741,0.317529
2.0,2.0032,3.258933,1.381877,0.87264,0.339635,0.70229,1.229558,0.920751,2.450107,2.780704,0.915267,1.215192,0.85297,0.696612,0.34685,3.886804,2.296704,1.353948,4.444483,6.600483,1.865174,2.346654,1.600791,0.961532,0.342396
2.0,1.730719,3.119612,1.362292,0.816256,0.33391,0.638123,1.275837,1.098873,2.900733,3.035932,1.051639,1.121816,1.033184,0.698299,0.356403,3.598924,1.6849,1.256281,4.705075,6.697566,1.683361,2.09388,1.716355,0.948069,0.356278
2.0,1.664968,2.970237,1.42736,0.771817,0.325302,0.653632,1.425866,1.526075,3.256103,3.307851,1.332205,1.122777,1.382787,0.714647,0.363231,3.301791,1.263172,1.26264,4.866674,6.844438,1.826129,1.950107,1.92142,0.937818,0.362449
2.0,1.885179,2.911749,1.560979,0.735035,0.322132,0.727408,1.746621,2.140508,3.411406,3.580118,1.776836,1.322977,1.830794,0.732726,0.376425,3.073392,1.192197,1.300021,4.811553,7.050573,2.286951,2.016991,2.154294,0.904273,0.371129
2.0,2.307291,3.024454,1.708485,0.699937,0.332459,0.810697,2.246145,2.800808,3.345116,3.827218,2.328675,1.789302,2.251851,0.732465,0.402135,2.921904,1.568699,1.287535,4.550552,7.246495,2.890051,2.341665,2.336213,0.83732,0.392097
2.0,2.750597,3.303515,1.811959,0.670256,0.359602,0.880668,2.836742,3.320807,3.151298,4.005044,2.889637,2.490204,2.514924,0.701353,0.438021,2.785201,2.354383,1.200451,4.211768,7.311683,3.390244,2.858723,2.417275,0.755459,0.428216
2.0,3.04082,3.630812,1.836848,0.660289,0.399338,0.925242,3.345175,3.557832,2.964142,4.05019,3.332632,3.257065,2.543169,0.648373,0.474017,2.635369,3.365583,1.077347,4.011497,7.144148,3.596929,3.38868,2.389108,0.696221,0.473125
2.0,3.077427,3.816647,1.776544,0.698776,0.43986,0.955555,3.577419,3.449923,2.90732,3.909901,3.585403,3.850209,2.337692,0.604129,0.497188,2.463312,4.3326,0.987609,4.153275,6.746887,3.468563,3.718208,2.261864,0.701896,0.51396
2.0,2.862469,3.737797,1.683159,0.811184,0.468976,0.969898,3.43864,3.099669,3.064903,3.580622,3.625463,4.079662,1.994721,0.605313,0.499668,2.256037,4.976663,0.990347,4.655653,6.259821,3.101573,3.717317,2.089962,0.797156,0.538106
2.0,2.47552,3.39276,1.633707,1.000347,0.482563,0.95418,2.965743,2.70066,3.417417,3.131991,3.486602,3.875796,1.642422,0.672809,0.486458,2.046392,5.116763,1.135474,5.35638,5.894696,2.63963,3.386795,1.943824,0.974128,0.542896
2.0,2.066628,2.903889,1.649449,1.227506,0.485638,0.903526,2.321574,2.437499,3.844241,2.694517,3.227715,3.329832,1.378004,0.795315,0.474437,1.839332,4.780937,1.448978,5.997335,5.871595,2.232044,2.870132,1.842767,1.185507,0.536294
2.0,1.740031,2.444314,1.694316,1.425404,0.489505,0.831083,1.705971,2.379886,4.1976,2.409933,2.907615,2.640075,1.23659,0.933684,0.482854,1.624195,4.179845,1.898475,6.311902,6.329383,1.956285,2.371961,1.754604,1.363574,0.532107
2.0,1.539302,2.131724,1.704096,1.526443,0.502165,0.779049,1.268984,2.452304,4.344967,2.372538,2.580087,2.033003,1.186082,1.036826,0.521025,1.386651,3.577711,2.390789,6.152092,7.221175,1.801835,2.051984,1.630914,1.445573,0.538626
2.0,1.45412,1.996914,1.628589,1.489203,0.521437,0.809075,1.042268,2.50318,4.223048,2.583338,2.24141,1.649529,1.161636,1.065243,0.580429,1.132766,3.153007,2.794249,5.56288,8.316943,1.712523,1.970464,1.444631,1.393975,0.553039
2.0,1.470011,1.984106,1.458906,1.324791,0.540249,0.963908,0.969317,2.410842,3.840941,2.950291,1.917105,1.51347,1.111366,1.01151,0.640162,0.907526,2.936898,2.994226,4.802184,9.319369,1.641359,2.077668,1.212317,1.21914,0.567695
2.0,1.594871,1.990612,1.247461,1.091645,0.551368,1.233606,0.941893,2.170556,3.273318,3.330381,1.663478,1.545604,1.029083,0.90571,0.677214,0.77248,2.838908,2.954906,4.196163,9.964403,1.598568,2.241302,1.003483,0.97554,0.575257
2.0,1.794479,1.95242,1.064726,0.861054,0.55064,1.552953,0.880274,1.87168,2.626238,3.588145,1.561331,1.599365,0.936616,0.789946,0.676341,0.769953,2.725888,2.740706,3.936798,10.100492,1.613605,2.345337,0.890092,0.732129,0.572221
2.0,2.044262,1.887201,0.955713,0.689718,0.541591,1.825617,0.772718,1.623321,2.023219,3.644917,1.608633,1.57304,0.880278,0.701922,0.638782,0.907954,2.522421,2.469013,3.998477,9.749207,1.725238,2.35743,0.908131,0.546247,0.563263
2.0,2.341559,1.898575,0.968098,0.601298,0.529701,1.950682,0.666728,1.490137,1.547557,3.49229,1.810879,1.482074,0.902965,0.664287,0.57739,1.146116,2.263078,2.231266,4.208171,9.052886,1.974927,2.34411,1.073635,0.446027,0.554475
2.0,2.644845,2.113576,1.172967,0.585658,0.517892,1.950948,0.625801,1.471048,1.234203,3.200812,2.150969,1.396672,1.044066,0.681403,0.510282,1.411408,2.031077,2.085365,4.373128,8.211914,2.345621,2.415129,1.412864,0.431978,0.546696
2.0,2.978526,2.576693,1.608455,0.614257,0.505929,1.879942,0.690055,1.493385,1.094748,2.900029,2.595063,1.376707,1.300177,0.739239,0.454805,1.632358,1.873263,2.092124,4.409322,7.423071,2.81926,2.621511,1.924284,0.485919,0.535094
2.0,3.282697,3.227422,2.249622,0.665089,0.492203,1.859287,0.850894,1.477156,1.126556,2.709402,3.09018,1.438492,1.633148,0.812081,0.421818,1.793704,1.821155,2.31038,4.368404,6.844684,3.287735,2.938056,2.572781,0.587728,0.514336
2.0,3.485358,3.935478,2.989198,0.731532,0.478874,1.919865,1.07068,1.380111,1.310189,2.673456,3.565252,1.5454,1.972314,0.872094,0.414279,1.917643,1.873929,2.756891,4.393606,6.555077,3.627807,3.29013,3.272436,0.721453,0.484727
2.0,3.495708,4.533318,3.643921,0.80404,0.472394,2.055008,1.295438,1.223176,1.597793,2.744775,3.919171,1.635481,2.229484,0.904641,0.428323,2.050586,1.996077,3.374453,4.586052,6.547547,3.737256,3.57715,3.886627,0.859839,0.454255
2.0,3.269344,4.839159,3.987781,0.865089,0.479399,2.176268,1.457329,1.061806,1.906813,2.828812,4.064153,1.635019,2.327408,0.916849,0.456084,2.233128,2.135511,4.027712,4.938396,6.772377,3.59061,3.678331,4.227527,0.972974,0.435926
2.0,2.841691,4.731015,3.866803,0.89973,0.500278,2.226559,1.529697,0.942862,2.154911,2.839705,3.97362,1.527495,2.252635,0.933645,0.486402,2.45326,2.249572,4.550193,5.38542,7.171865,3.24947,3.524549,4.146348,1.040498,0.438294
2.0,2.341526,4.270215,3.307487,0.898539,0.528443,2.176905,1.53256,0.875803,2.307839,2.752682,3.672176,1.408578,2.072039,0.98662,0.509922,2.684877,2.325,4.82131,5.830784,7.674114,2.855566,3.200935,3.658714,1.051045,0.460239
2.0,1.942234,3.639127,2.510459,0.871835,0.554977,2.055803,1.515684,0.831234,2.411644,2.620618,3.249748,1.392416,1.901401,1.124715,0.522427,2.959428,2.334831,4.820063,6.22457,8.175412,2.563121,2.854945,2.935254,1.019029,0.493592
2.0,1.75087,3.059549,1.759066,0.846668,0.571559,1.903937,1.522271,0.788727,2.544031,2.533585,2.798532,1.537731,1.839982,1.388909,0.522071,3.283075,2.284631,4.66681,6.585183,8.583165,2.454033,2.634056,2.237904,0.980956,0.526409
2.0,1.760002,2.692261,1.327478,0.847607,0.572002,1.761504,1.571408,0.760644,2.756262,2.559755,2.38222,1.804974,1.927928,1.772027,0.507981,3.619303,2.225819,4.526649,6.897162,8.834313,2.50141,2.615701,1.842669,0.971974,0.54615
2.0,1.858439,2.569508,1.35491,0.876944,0.557216,1.63226,1.638693,0.796028,3.039504,2.703971,2.009761,2.070162,2.115448,2.195152,0.480735,3.922454,2.160736,4.501576,7.121967,8.892117,2.601507,2.755112,1.892367,1.001948,0.546618
2.0,1.961766,2.595832,1.76507,0.916072,0.534961,1.519151,1.689613,0.941868,3.303605,2.904553,1.660016,2.196818,2.286361,2.529022,0.4427,4.14442,2.059955,4.529183,7.168939,8.756828,2.660216,2.91547,2.307665,1.049777,0.530543
2.0,2.08269,2.595044,2.333619,0.941738,0.512296,1.481738,1.677098,1.219416,3.417188,3.068271,1.347401,2.105802,2.317853,2.658156,0.39719,4.271271,1.913416,4.464942,6.949391,8.462403,2.684111,2.927242,2.848305,1.079818,0.504205
2.0,2.220271,2.444017,2.833825,0.949507,0.491281,1.623724,1.582485,1.606779,3.285891,3.122868,1.098338,1.824107,2.161345,2.541738,0.348603,4.290009,1.738948,4.183165,6.445414,8.067816,2.685422,2.696379,3.265919,1.072768,0.473176
2.0,2.385627,2.145698,3.141958,0.948139,0.46992,2.06202,1.442431,2.055655,2.901887,3.056174,0.938589,1.482328,1.870681,2.224952,0.304501,4.199488,1.595033,3.658712,5.736598,7.644374,2.702111,2.269477,3.421624,1.028469,0.441018
2.0,2.541227,1.821385,3.211322,0.948519,0.446421,2.847439,1.345648,2.493232,2.377379,2.906027,0.889295,1.228264,1.54027,1.81306,0.273698,4.030601,1.557391,2.972695,4.999547,7.25196,2.740556,1.802936,3.277129,0.961067,0.410835
2.0,2.650006,1.588852,3.040921,0.952545,0.422353,3.743361,1.363423,2.845348,1.866612,2.716161,0.937207,1.152574,1.253808,1.421356,0.26271,3.800796,1.635373,2.262301,4.353994,6.917161,2.788381,1.450637,2.881293,0.888809,0.387788
2.0,2.663804,1.503464,2.682895,0.955383,0.402651,4.532501,1.507392,3.040325,1.515122,2.515894,1.042324,1.254261,1.04194,1.126463,0.272269,3.529654,1.762329,1.641376,3.84296,6.640566,2.798753,1.29346,2.352802,0.827476,0.37732
2.0,2.554897,1.53083,2.221951,0.940048,0.395265,4.793337,1.711485,3.02258,1.377988,2.325747,1.156575,1.457894,0.896766,0.942113,0.297933,3.214848,1.838655,1.179459,3.491042,6.432749,2.720513,1.292767,1.820318,0.782493,0.384008
2.0,2.359072,1.582247,1.767235,0.895398,0.407584,4.490438,1.870548,2.7895,1.427532,2.167231,1.254138,1.669145,0.814262,0.833652,0.333351,2.919557,1.811652,0.898406,3.300286,6.330271,2.56077,1.339132,1.396831,0.756798,0.408912
2.0,2.225734,1.610321,1.409228,0.822743,0.44154,3.727796,1.908385,2.390154,1.579315,2.052104,1.341354,1.830761,0.79881,0.750425,0.371574,2.734238,1.708866,0.784888,3.284604,6.373429,2.419593,1.368434,1.144209,0.746411,0.447039
2.0,2.310499,1.668192,1.188788,0.739277,0.490218,2.780722,1.808003,1.912819,1.757774,1.984792,1.44216,1.930752,0.851183,0.664601,0.405416,2.723565,1.627495,0.799758,3.431391,6.601653,2.390162,1.413452,1.052398,0.744883,0.48813
2.0,2.631039,1.833173,1.132886,0.677241,0.539034,1.929861,1.601353,1.489486,1.920886,1.958226,1.590601,1.974575,0.978708,0.591972,0.427509,2.873143,1.647378,0.908968,3.669831,7.012982,2.46995,1.535349,1.097023,0.752383,0.518778
2.0,3.144869,2.126716,1.236398,0.665883,0.570783,1.421783,1.343063,1.233586,2.050521,1.958793,1.821648,1.959438,1.167614,0.555394,0.433416,3.072606,1.770172,1.110347,3.900232,7.558536,2.619558,1.760969,1.229297,0.771571,0.526977
2.0,3.753477,2.523047,1.510185,0.710566,0.574468,1.309725,1.100266,1.22001,2.159534,1.977572,2.157907,1.880894,1.396096,0.565399,0.423936,3.169261,1.922822,1.41172,4.025318,8.194488,2.815128,2.090973,1.44177,0.801184,0.508042
2.0,4.326594,2.978032,1.969121,0.795954,0.548287,1.439859,0.9126,1.475516,2.28058,2.011487,2.55972,1.73484,1.628864,0.619801,0.405202,3.063979,2.036852,1.828752,3.982134,8.881985,3.051619,2.512178,1.772868,0.838766,0.467143
2.0,4.698491,3.450105,2.626826,0.891017,0.49954,1.633713,0.799272,1.974974,2.433826,2.057682,2.93921,1.529153,1.834715,0.69924,0.386119,2.809559,2.108106,2.331553,3.768562,9.574641,3.32591,3.003717,2.304287,0.874898,0.416718
2.0,4.735561,3.879663,3.461679,0.970603,0.440665,1.747647,0.747767,2.62676,2.607638,2.099462,3.178174,1.273846,2.000621,0.77796,0.372645,2.541642,2.180028,2.842393,3.572618,10.214951,3.591554,3.509468,3.092692,0.902661,0.371229
2.0,4.408832,4.204089,4.381795,1.025212,0.382912,1.739574,0.748176,3.291276,2.763437,2.113668,3.199351,1.023779,2.140548,0.836356,0.366246,2.400465,2.286077,3.21615,3.728883,10.703938,3.748574,3.946431,4.105068,0.921977,0.339747
2.0,3.839848,4.378354,5.218574,1.058683,0.333643,1.567543,0.789805,3.787281,2.857634,2.085755,2.983591,0.850582,2.25405,0.866691,0.364424,2.512268,2.432816,3.368336,4.478301,10.877673,3.768731,4.259429,5.194751,0.938427,0.324177
2.0,3.235096,4.362251,5.766369,1.081258,0.294911,1.322074,0.853859,3.961339,2.865828,2.00983,2.569259,0.783748,2.311121,0.873564,0.360153,2.923819,2.59933,3.304886,5.812332,10.576141,3.665162,4.403883,6.109703,0.958263,0.318756
2.0,2.77496,4.168409,5.897219,1.104618,0.265738,1.177055,0.90996,3.76171,2.808561,1.895128,2.054538,0.806375,2.280395,0.873588,0.345673,3.58682,2.750792,3.105022,7.444843,9.764579,3.488225,4.389354,6.614546,0.984534,0.313494
2.0,2.54801,3.877366,5.578186,1.130464,0.246948,1.15879,0.920619,3.260038,2.735609,1.774339,1.541887,0.866915,2.147315,0.882354,0.317634,4.338748,2.846651,2.860201,8.925081,8.579025,3.309947,4.279872,6.539675,1.011962,0.302482
2.0,2.518613,3.560481,4.881393,1.149138,0.242022,1.329099,0.862665,2.609585,2.694839,1.685851,1.145379,0.920863,1.935755,0.903263,0.281511,4.994542,2.890576,2.656444,9.862131,7.302387,3.163159,4.131493,5.869952,1.028576,0.287877
2.0,2.56872,3.259519,3.950094,1.139824,0.251833,1.653973,0.743131,1.969476,2.699561,1.643247,0.952576,0.931166,1.695294,0.924412,0.247526,5.427541,2.944182,2.495372,10.052795,6.264335,3.05264,3.979912,4.754017,1.018489,0.275599
2.0,2.6816,3.012155,2.9646,1.092368,0.273548,2.121917,0.610763,1.45826,2.751261,1.633344,0.976411,0.886964,1.484924,0.932701,0.22557,5.568416,3.068103,2.33928,9.520154,5.673362,3.037183,3.860634,3.45939,0.980252,0.271872
2.0,2.785893,2.824227,2.104735,1.017756,0.301053,2.578645,0.533144,1.144457,2.852124,1.632984,1.158955,0.81636,1.35343,0.92501,0.222537,5.359331,3.301164,2.188062,8.492578,5.550364,3.094241,3.777685,2.274806,0.928892,0.278887
2.0,2.841094,2.678166,1.498546,0.941185,0.326511,2.912731,0.559285,1.051381,2.990667,1.622098,1.449166,0.760291,1.315204,0.905614,0.240453,4.835228,3.632382,2.094805,7.391465,5.75842,3.19075,3.73339,1.414461,0.886962,0.293227
2.0,2.849719,2.54139,1.181286,0.886772,0.342722,3.098415,0.680057,1.156789,3.127751,1.596139,1.765628,0.740812,1.332806,0.877722,0.273977,4.091527,3.996394,2.13537,6.68228,6.11169,3.284562,3.713469,0.953082,0.870176,0.307147
2.0,2.796079,2.399286,1.108142,0.865502,0.34568,3.112867,0.846685,1.392234,3.204569,1.56524,2.00104,0.761065,1.350677,0.840059,0.311169,3.265172,4.278153,2.303596,6.57663,6.472477,3.305705,3.679854,0.83169,0.873867,0.313369
2.0,2.628347,2.252866,1.15993,0.870228,0.336009,2.947756,0.989501,1.673879,3.180373,1.549266,2.058386,0.796973,1.313134,0.786507,0.339359,2.489222,4.383738,2.533606,6.981826,6.778053,3.16464,3.567319,0.894215,0.872331,0.309685
2.0,2.36055,2.120333,1.206799,0.885186,0.318483,2.672728,1.071221,1.938892,3.051333,1.559887,1.914235,0.841209,1.19082,0.714999,0.350385,1.956422,4.281493,2.753947,7.680654,7.028121,2.847256,3.347438,0.981785,0.841213,0.299227
2.0,2.123501,2.026779,1.162691,0.891609,0.29955,2.366163,1.086898,2.141078,2.835883,1.597804,1.63342,0.90243,0.99466,0.629135,0.342075,1.69555,3.986596,2.897631,8.440919,7.255192,2.488894,3.043782,0.995208,0.768093,0.287164
2.0,2.099471,1.976727,1.029093,0.875393,0.283366,2.119451,1.064071,2.262403,2.561122,1.656025,1.333795,0.99465,0.767104,0.536939,0.318886,1.736757,3.579634,2.923806,9.022121,7.510643,2.338019,2.722072,0.937254,0.661521,0.277968
2.0,2.467459,1.957598,0.875074,0.835396,0.272582,1.980621,1.031494,2.2942,2.26898,1.735904,1.126668,1.112804,0.56094,0.451813,0.291989,1.967443,3.150323,2.824971,9.22268,7.840456,2.635324,2.454621,0.886054,0.547713,0.276769
2.0,3.255246,1.93324,0.792281,0.782033,0.269685,1.939778,1.002906,2.228254,2.017622,1.85228,1.059671,1.222084,0.42095,0.388171,0.274894,2.244839,2.756703,2.668736,8.92904,8.264546,3.44563,2.262485,0.938014,0.456227,0.288344
2.0,4.277028,1.874506,0.847899,0.728934,0.276591,1.940453,0.976197,2.060631,1.83817,2.002563,1.111095,1.285266,0.374622,0.35576,0.276672,2.379178,2.42171,2.5615,8.188745,8.799908,4.577879,2.138267,1.150023,0.406879,0.314455
2.0,5.186042,1.788975,1.049736,0.682401,0.294387,1.909657,0.950674,1.796528,1.725431,2.157934,1.188086,1.281012,0.420832,0.353018,0.296892,2.308335,2.176534,2.581915,7.155728,9.441043,5.659532,2.077315,1.50134,0.404238,0.353371
2.0,5.614932,1.683255,1.339879,0.639638,0.320891,1.803799,0.931909,1.470598,1.659025,2.274832,1.194811,1.219073,0.538361,0.371037,0.325212,2.055898,2.045201,2.735971,6.010057,10.153727,6.292505,2.067446,1.900916,0.437344,0.397891
2.0,5.411329,1.555882,1.626323,0.595335,0.348692,1.596027,0.934381,1.154109,1.624946,2.315669,1.082173,1.130429,0.696297,0.404147,0.345808,1.736593,2.024865,2.938167,4.94652,10.887118,6.263418,2.071786,2.228021,0.488339,0.436447
2.0,4.667845,1.421826,1.815224,0.54631,0.368047,1.396926,0.958542,0.918612,1.621952,2.262755,0.880304,1.042294,0.858027,0.451097,0.345191,1.425483,2.060068,3.100409,4.13426,11.613279,5.596149,2.048878,2.379181,0.539797,0.458318
2.0,3.691248,1.278859,1.836136,0.500626,0.371783,1.190709,0.991131,0.810784,1.637393,2.134824,0.673426,0.965408,0.977342,0.509103,0.319124,1.170503,2.052418,3.162117,3.693319,12.371466,4.528965,1.941369,2.2926,0.589997,0.458294
2.0,2.869401,1.103739,1.683245,0.484857,0.35863,1.023741,1.013441,0.844329,1.66919,1.99008,0.517173,0.888193,1.015741,0.578391,0.276108,1.012026,1.925659,3.086537,3.719784,13.234262,3.440145,1.716299,1.992962,0.660051,0.438469
2.0,2.476879,0.90169,1.406147,0.522019,0.33364,0.868753,1.003258,0.993683,1.739846,1.902719,0.436957,0.799617,0.963861,0.657164,0.233558,0.951344,1.70309,2.873325,4.127272,14.208582,2.656306,1.416377,1.560452,0.770311,0.406981
2.0,2.551267,0.726133,1.088109,0.61299,0.307024,0.787638,0.962731,1.196046,1.868164,1.933505,0.424928,0.712623,0.841175,0.73601,0.209413,0.972425,1.512272,2.587965,4.660177,15.167625,2.317471,1.164305,1.108087,0.917908,0.374611
2.0,2.89935,0.611456,0.805751,0.733883,0.290001,0.747508,0.906542,1.383038,2.053609,2.102068,0.484861,0.653054,0.678835,0.799251,0.214156,1.052529,1.470548,2.319244,5.066387,15.909963,2.343985,1.051177,0.736338,1.072637,0.350303
2.0,3.224021,0.559147,0.610585,0.848935,0.28904,0.769356,0.850711,1.511194,2.290444,2.377582,0.666639,0.650727,0.525255,0.83304,0.246807,1.166353,1.637177,2.147889,5.194861,16.264009,2.515546,1.085496,0.491885,1.193564,0.337873
2.0,3.248557,0.572827,0.532044,0.926865,0.303176,0.820231,0.790023,1.55857,2.580514,2.684096,1.014302,0.722168,0.427424,0.83051,0.295961,1.282827,1.97661,2.121705,4.994534,16.198538,2.581452,1.231539,0.390538,1.248858,0.336131
2.0,2.934837,0.667781,0.566216,0.962716,0.324876,0.884203,0.724735,1.527979,2.927211,2.936721,1.487794,0.866532,0.412923,0.802964,0.345085,1.376103,2.371196,2.216707,4.561875,15.890604,2.409189,1.436838,0.409763,1.237535,0.340804
2.0,2.485904,0.856658,0.68104,0.987039,0.345657,0.936933,0.669028,1.441705,3.320878,3.076961,1.986764,1.074719,0.492081,0.787075,0.381729,1.446578,2.680924,2.382172,4.121449,15.614495,2.060114,1.653918,0.505993,1.19629,0.34929
2.0,2.16013,1.127552,0.844235,1.042147,0.360185,0.951605,0.648845,1.333739,3.720684,3.089351,2.358659,1.326068,0.665721,0.823186,0.402231,1.481966,2.783684,2.591927,3.906518,15.555739,1.664796,1.859743,0.644515,1.176561,0.36015
2.0,2.110156,1.428672,1.039072,1.137047,0.36919,0.913238,0.686251,1.252583,4.034732,2.996358,2.492949,1.592505,0.927825,0.922004,0.410201,1.476712,2.627239,2.838763,4.052197,15.732728,1.346004,2.041273,0.811089,1.199105,0.372932
2.0,2.348818,1.669565,1.264836,1.242581,0.376575,0.816527,0.784133,1.256135,4.17224,2.853395,2.432851,1.82825,1.276975,1.053441,0.413287,1.415811,2.254071,3.133773,4.5509,15.971299,1.208261,2.161264,1.005473,1.242709,0.388629
2.0,2.715948,1.771435,1.521188,1.30809,0.386096,0.667676,0.931458,1.387083,4.074292,2.719496,2.332254,1.998863,1.720704,1.165612,0.418171,1.329776,1.780878,3.426706,5.28938,15.986524,1.276571,2.184286,1.225469,1.258963,0.409222
2.0,2.948591,1.717666,1.785164,1.286745,0.3982,0.534703,1.114315,1.635122,3.7342,2.630642,2.38958,2.112179,2.254114,1.203044,0.427493,1.239028,1.330688,3.636782,6.138658,15.519418,1.507939,2.110102,1.453845,1.200419,0.434464
