Values,POW.AF3.Theta,POW.AF3.Alpha,POW.AF3.BetaL,POW.AF3.BetaH,POW.AF3.Gamma,POW.T7.Theta,POW.T7.Alpha,POW.T7.BetaL,POW.T7.BetaH,POW.T7.Gamma,POW.Pz.Theta,POW.Pz.Alpha,POW.Pz.BetaL,POW.Pz.BetaH,POW.Pz.Gamma,POW.T8.Theta,POW.T8.Alpha,POW.T8.BetaL,POW.T8.BetaH,POW.T8.Gamma,POW.AF4.Theta,POW.AF4.Alpha,POW.AF4.BetaL,POW.AF4.BetaH,POW.AF4.Gamma
2.0,6.926154,2.926617,1.495913,0.554409,0.486941,0.82812,1.475589,2.002734,0.872462,0.291565,3.231001,2.048855,1.617556,0.758959,0.400513,1.024108,0.634499,1.468337,1.013213,0.394518,3.755747,2.200099,1.48688,0.67661,0.443218
2.0,8.709529,3.463772,1.677571,0.628992,0.560598,0.955844,1.460197,2.2098,0.879549,0.331091,3.308094,1.637276,1.748386,0.883916,0.442987,0.778443,0.587481,1.377335,1.09917,0.455415,4.50383,2.318974,1.579463,0.794268,0.495912
2.0,9.896533,3.9667,1.957003,0.794958,0.680513,1.323012,1.495242,2.234463,0.862126,0.42512,3.349286,1.524811,1.807331,1.040104,0.527866,0.642319,0.630262,1.242707,1.170347,0.563086,5.017862,2.589508,1.731081,0.97821,0.598688
2.0,10.495153,4.360412,2.3291,1.035284,0.83929,1.85147,1.581907,2.049775,0.828538,0.568833,3.319794,1.677291,1.801218,1.173352,0.650782,0.621815,0.787728,1.09007,1.203035,0.702433,5.360096,3.02617,1.948789,1.209459,0.749481
2.0,10.709685,4.607397,2.737267,1.299832,1.013459,2.398801,1.701174,1.715352,0.793025,0.732276,3.288076,2.044557,1.750617,1.250053,0.792131,0.699632,1.047192,0.94265,1.190814,0.845206,5.687883,3.585565,2.197787,1.447625,0.925424
2.0,10.757725,4.675166,3.058826,1.525055,1.166758,2.824231,1.807757,1.350308,0.763287,0.870589,3.392139,2.571061,1.68938,1.264233,0.922436,0.875986,1.357916,0.809821,1.151147,0.958173,6.149395,4.120134,2.384264,1.644114,1.087836
2.0,10.6108,4.541479,3.157809,1.655811,1.261555,3.021162,1.85938,1.081785,0.733717,0.94206,3.669196,3.21225,1.653997,1.236033,1.012614,1.084891,1.634237,0.702823,1.115067,1.013727,6.633087,4.439997,2.411358,1.760348,1.195359
2.0,10.136673,4.196715,2.951087,1.664659,1.273021,2.969224,1.841497,0.976729,0.692164,0.926955,4.016478,3.964162,1.66122,1.194555,1.043238,1.288119,1.792548,0.635605,1.103925,0.998428,6.97574,4.39146,2.230711,1.776364,1.219059
2.0,9.168991,3.685944,2.484671,1.570073,1.199928,2.776246,1.76652,1.006915,0.63073,0.836419,4.352273,4.823036,1.698627,1.163011,1.010258,1.401321,1.785306,0.604946,1.115901,0.917898,6.87429,3.938849,1.872246,1.701493,1.154437
2.0,7.87421,3.098207,1.917768,1.423831,1.062991,2.584767,1.665985,1.093866,0.552587,0.704168,4.737576,5.732226,1.755412,1.151108,0.925434,1.447165,1.599306,0.601047,1.128902,0.792951,6.277538,3.176578,1.456596,1.569792,1.021565
2.0,6.504654,2.53233,1.449387,1.281619,0.898302,2.540757,1.610266,1.197142,0.47726,0.569989,5.21983,6.631661,1.861428,1.156297,0.811136,1.439654,1.286184,0.638569,1.119041,0.653285,5.290529,2.288499,1.140059,1.427612,0.857579
2.0,5.500074,2.092827,1.255261,1.183228,0.744644,2.674274,1.698068,1.324018,0.433279,0.462544,5.814693,7.467126,2.035345,1.164955,0.692736,1.439243,0.937313,0.751921,1.076205,0.5279,4.258901,1.499544,1.068598,1.321482,0.702026
2.0,5.22355,1.834749,1.39931,1.131496,0.628918,2.932654,1.999009,1.505366,0.437973,0.390984,6.454284,8.178304,2.256512,1.15268,0.590091,1.517684,0.649309,0.964683,1.000472,0.435102,3.615601,0.961497,1.288521,1.268423,0.581719
2.0,5.512474,1.730391,1.785455,1.098656,0.556061,3.150311,2.501238,1.726493,0.484457,0.348265,6.955768,8.71702,2.442983,1.102909,0.513139,1.737133,0.502754,1.245711,0.903012,0.377575,3.572499,0.706658,1.705684,1.251025,0.502296
2.0,5.935804,1.691985,2.220504,1.054042,0.51239,3.169992,3.093853,1.926659,0.54594,0.323091,7.120337,9.070415,2.499038,1.012134,0.463447,2.091803,0.556297,1.513273,0.80155,0.346947,4.109626,0.66384,2.141641,1.235621,0.452727
2.0,6.106309,1.607195,2.511233,0.975709,0.478041,2.94436,3.574503,2.035824,0.58964,0.309502,6.981335,9.269083,2.36643,0.888725,0.435723,2.505298,0.837944,1.675705,0.711752,0.33188,4.947752,0.712397,2.420696,1.188853,0.41711
2.0,5.941864,1.436808,2.549584,0.862329,0.439997,2.522942,3.741259,2.006882,0.592475,0.307208,6.715147,9.292376,2.071508,0.75931,0.421245,2.845868,1.326977,1.684989,0.642742,0.324026,5.783134,0.756623,2.445529,1.098077,0.385607
2.0,5.539596,1.220704,2.332394,0.738481,0.401146,2.014834,3.524388,1.849441,0.554199,0.318849,6.610662,9.117407,1.701123,0.672161,0.413642,3.004377,1.948084,1.547509,0.602436,0.321804,6.285043,0.765458,2.219231,0.977651,0.361289
2.0,5.147432,0.997129,1.949796,0.652829,0.374802,1.642137,3.01088,1.637903,0.494469,0.34597,6.870206,8.790917,1.401675,0.679725,0.411543,2.945107,2.588992,1.323182,0.597068,0.327405,6.355072,0.728662,1.836806,0.866746,0.354703
2.0,4.912644,0.809427,1.534668,0.654535,0.374918,1.520392,2.408167,1.455088,0.441949,0.38566,7.470374,8.45663,1.297237,0.802756,0.417104,2.704558,3.11033,1.099251,0.62293,0.343309,6.018799,0.66503,1.432476,0.811666,0.375415
2.0,4.892415,0.68438,1.209291,0.768414,0.407633,1.646985,1.930144,1.360136,0.421983,0.430813,8.162642,8.286048,1.440697,1.01052,0.433789,2.359852,3.392932,0.958088,0.673904,0.370749,5.499799,0.602247,1.125484,0.84276,0.425932
2.0,4.973919,0.639043,1.031298,0.981004,0.466268,1.919046,1.713658,1.356417,0.445799,0.471803,8.681808,8.424605,1.809077,1.233653,0.463133,1.996274,3.390646,0.947728,0.745689,0.40671,4.944925,0.570602,0.972313,0.963076,0.497591
2.0,5.049634,0.707257,0.98868,1.238028,0.530961,2.187403,1.750297,1.392662,0.505676,0.498438,8.854589,8.797685,2.296784,1.397067,0.500012,1.710328,3.123527,1.063055,0.834327,0.443217,4.533202,0.625831,0.959273,1.139703,0.569742
2.0,5.041981,0.921308,1.021151,1.463059,0.578693,2.31942,1.929979,1.401156,0.581818,0.503404,8.707691,9.131974,2.757203,1.446961,0.533556,1.559186,2.676556,1.245492,0.932078,0.470942,4.274884,0.809042,1.028631,1.315252,0.620291
2.0,4.946494,1.246656,1.044851,1.589115,0.594894,2.26215,2.129006,1.339476,0.65265,0.486129,8.329348,9.158134,3.04981,1.383137,0.555678,1.561233,2.187384,1.409505,1.029704,0.486347,4.120133,1.120608,1.11606,1.436946,0.637526
2.0,4.645165,1.678783,1.011956,1.589324,0.578964,2.061309,2.262466,1.207655,0.698449,0.454267,7.774267,8.710213,3.07837,1.238684,0.564399,1.659113,1.81477,1.512739,1.117628,0.492481,3.928311,1.590619,1.198254,1.475307,0.62295
2.0,4.237634,2.251586,0.925003,1.486438,0.543816,1.830957,2.303372,1.028694,0.707709,0.419811,7.043275,7.794502,2.826975,1.074312,0.564573,1.793983,1.727645,1.549543,1.18602,0.494941,3.738458,2.256929,1.280084,1.433157,0.589856
2.0,3.914193,2.981276,0.814978,1.332253,0.509418,1.676454,2.257188,0.84695,0.679067,0.395036,6.110276,6.573518,2.369734,0.947408,0.562709,1.939144,2.024829,1.537384,1.228086,0.496894,3.688247,3.109956,1.362741,1.336322,0.555755
2.0,3.935008,3.867894,0.720979,1.177532,0.492593,1.656789,2.142016,0.71196,0.622087,0.388745,5.049696,5.290414,1.838486,0.888939,0.562601,2.083184,2.656212,1.491132,1.239224,0.496824,3.924091,4.115201,1.433284,1.217131,0.533421
2.0,4.428058,4.813189,0.663959,1.050983,0.498596,1.767671,1.963829,0.660278,0.55645,0.401886,4.019649,4.215735,1.360361,0.892575,0.562929,2.232792,3.452017,1.413991,1.221457,0.490123,4.464177,5.172945,1.461128,1.10063,0.524354
2.0,5.320213,5.636419,0.635788,0.955636,0.522957,1.935134,1.725089,0.687944,0.504807,0.429031,3.167434,3.553783,1.01003,0.929065,0.561115,2.351788,4.188794,1.311969,1.184452,0.47633,5.177636,6.130228,1.413759,1.002759,0.523938
2.0,6.52642,6.146346,0.608391,0.878166,0.558705,2.056533,1.441571,0.755922,0.482598,0.461255,2.592358,3.43745,0.804766,0.969548,0.557934,2.413217,4.67252,1.187909,1.136511,0.462653,5.821849,6.814723,1.267257,0.925638,0.529481
2.0,8.730949,6.167637,0.559291,0.811399,0.601797,2.085459,1.126338,0.807469,0.498429,0.489159,2.299644,3.850808,0.723142,1.002111,0.559069,2.36755,4.800858,1.041252,1.089168,0.460637,6.543228,7.056476,1.029721,0.869356,0.543116
2.0,13.145484,5.688758,0.511122,0.766528,0.653218,2.059484,0.845669,0.812647,0.551746,0.506544,2.233058,4.726394,0.72536,1.024906,0.572775,2.21262,4.596118,0.883675,1.054959,0.480516,7.990007,6.807512,0.764466,0.844861,0.570875
2.0,20.237984,4.855032,0.531137,0.756751,0.715308,2.030498,0.768254,0.774761,0.631774,0.513602,2.319273,5.974111,0.787868,1.036269,0.606707,1.943667,4.189193,0.743176,1.038805,0.527378,10.671333,6.156297,0.568561,0.856468,0.618271
2.0,28.970184,3.921916,0.684426,0.780526,0.787813,2.132802,1.110037,0.720926,0.720316,0.51679,2.494271,7.379612,0.892614,1.039749,0.662963,1.60242,3.742474,0.647904,1.038319,0.598454,14.469662,5.304625,0.511766,0.893639,0.685232
2.0,37.946041,3.152195,1.0037,0.824486,0.861562,2.462991,2.023602,0.698986,0.794775,0.522703,2.683004,8.646913,1.014487,1.040261,0.731609,1.287518,3.380454,0.623114,1.047101,0.679316,19.050053,4.491056,0.620986,0.942399,0.760041
2.0,47.066109,2.731985,1.449542,0.869769,0.919573,2.996177,3.485477,0.747927,0.834534,0.532719,2.827102,9.462337,1.132149,1.044117,0.791621,1.087084,3.161458,0.673764,1.05768,0.747751,24.302734,3.93142,0.851874,0.992719,0.82175
2.0,53.64703,2.845914,1.918692,0.896604,0.945335,3.679624,5.255914,0.889222,0.830696,0.543494,2.888479,9.66751,1.213513,1.060973,0.822487,1.116467,3.102887,0.790291,1.065323,0.784057,28.602259,3.916734,1.124992,1.035383,0.852133
2.0,57.646946,3.661677,2.310187,0.897557,0.929472,4.345385,6.941824,1.106014,0.793738,0.553621,2.867997,9.34515,1.241399,1.10068,0.814515,1.387125,3.221126,0.95187,1.074531,0.781366,31.651394,4.7688,1.41946,1.068346,0.845576
2.0,59.950588,5.302212,2.598398,0.883222,0.875822,4.8115,8.222128,1.352587,0.764204,0.56921,2.753936,8.759291,1.216786,1.166792,0.774539,1.840892,3.538231,1.129879,1.099485,0.749221,33.561749,6.701375,1.807076,1.097587,0.813417
2.0,61.65527,7.633901,2.792222,0.868145,0.800831,4.849134,8.923916,1.581184,0.792028,0.601256,2.559338,8.201405,1.155534,1.25097,0.721356,2.342596,4.064342,1.288666,1.14939,0.708284,34.543663,9.520878,2.33656,1.125212,0.777135
2.0,63.146873,10.160705,2.882483,0.862423,0.733849,4.449654,9.033314,1.743505,0.910432,0.663594,2.312495,7.861835,1.060783,1.328458,0.681368,2.761822,4.727759,1.395798,1.215873,0.687503,34.78965,12.543457,2.935919,1.143472,0.76173
2.0,63.132633,12.222839,2.89436,0.870123,0.707504,3.74221,8.67046,1.79702,1.11127,0.767482,2.053428,7.724578,0.936563,1.367582,0.680668,3.008416,5.367496,1.429762,1.275459,0.714322,33.80048,14.873843,3.489168,1.140849,0.785558
2.0,59.716278,13.19298,2.850747,0.902309,0.740284,3.047995,7.976761,1.732926,1.353326,0.908329,1.8758,7.612208,0.823478,1.356192,0.730121,3.088738,5.750825,1.408193,1.305832,0.800222,30.968573,15.721838,3.845059,1.124881,0.848548
2.0,51.784557,12.721107,2.749538,0.976416,0.827948,2.635746,7.046399,1.566875,1.577066,1.059782,1.8777,7.32839,0.760611,1.309629,0.818174,3.093041,5.68629,1.369122,1.298243,0.933814,26.108917,14.746062,3.867538,1.124493,0.932812
2.0,40.243649,10.93583,2.579141,1.097473,0.942261,2.590535,5.924885,1.323698,1.72427,1.18161,2.132823,6.756547,0.743831,1.260317,0.914435,3.123542,5.11624,1.342182,1.260956,1.084657,19.909897,12.240461,3.5294,1.166027,1.010724
2.0,27.974049,8.292804,2.319798,1.255236,1.043038,2.840449,4.647963,1.038998,1.766482,1.237655,2.633434,5.90425,0.758636,1.250633,0.985148,3.208055,4.1485,1.330851,1.221696,1.216358,13.924015,8.899228,2.898032,1.261834,1.058285
2.0,17.215609,5.515686,2.015733,1.422786,1.094464,3.176859,3.326043,0.75814,1.714285,1.21142,3.257211,4.878387,0.771154,1.313067,1.010226,3.309852,3.018497,1.314936,1.216504,1.300008,9.072627,5.624651,2.162115,1.40492,1.06344
2.0,9.306962,3.282895,1.808849,1.558547,1.07708,3.395991,2.174944,0.577245,1.605788,1.11078,3.880641,3.839114,0.75295,1.442552,0.987454,3.33222,2.026985,1.315135,1.265054,1.320555,5.784213,3.165744,1.635239,1.562647,1.02632
2.0,4.506277,1.93932,1.801712,1.627278,0.998376,3.338903,1.382228,0.564866,1.484644,0.963409,4.358718,2.91275,0.700856,1.597306,0.931133,3.169668,1.413465,1.372502,1.355654,1.279722,3.934942,1.811196,1.524831,1.691797,0.959379
2.0,2.416823,1.422636,1.98078,1.615891,0.88776,2.980385,1.02048,0.735312,1.375785,0.802589,4.61295,2.168911,0.624829,1.723845,0.860817,2.784163,1.27018,1.491325,1.452211,1.191434,3.230225,1.372035,1.8244,1.759888,0.880248
2.0,1.963801,1.387597,2.253192,1.541409,0.782626,2.424875,1.067275,1.037053,1.285977,0.656853,4.64666,1.617131,0.529594,1.791393,0.793394,2.269784,1.510206,1.635162,1.515839,1.077151,3.183229,1.393091,2.352886,1.759141,0.805719
2.0,2.35849,1.51701,2.473998,1.440566,0.714397,1.866375,1.39868,1.361275,1.21074,0.545127,4.50802,1.237436,0.431472,1.805257,0.742687,1.796847,1.934692,1.749906,1.527345,0.963567,3.417094,1.541207,2.844575,1.70513,0.749388
2.0,3.098558,1.659549,2.549411,1.349377,0.695915,1.43692,1.880107,1.612505,1.144044,0.473754,4.23726,1.058481,0.354338,1.789611,0.716039,1.499919,2.357171,1.792007,1.493792,0.87606,3.766723,1.69662,3.105438,1.625293,0.717163
2.0,3.943498,1.795761,2.424953,1.27959,0.719177,1.221572,2.402884,1.717664,1.081425,0.440339,3.910509,1.1792,0.313913,1.759931,0.713047,1.409776,2.683617,1.725971,1.426838,0.829137,4.12815,1.828914,3.025572,1.536365,0.706276
2.0,4.486744,1.960742,2.116009,1.220596,0.763246,1.225618,2.838254,1.651406,1.016647,0.43372,3.515458,1.653806,0.306823,1.707132,0.725967,1.461269,2.902616,1.540575,1.330589,0.820364,4.291468,1.928064,2.607765,1.438629,0.707439
2.0,4.678491,2.167462,1.714193,1.160405,0.806998,1.393134,3.065574,1.457209,0.954094,0.444774,3.075267,2.417101,0.331774,1.612561,0.745768,1.544407,3.022691,1.25894,1.215665,0.835331,4.176198,1.977109,1.973314,1.329483,0.711897
2.0,4.42149,2.398326,1.340312,1.106622,0.836966,1.639559,3.025421,1.216896,0.912189,0.46957,2.62877,3.315011,0.389667,1.479982,0.766649,1.581545,3.042912,0.947917,1.118376,0.854764,3.741229,1.965781,1.324079,1.224863,0.716611
2.0,4.142498,2.609325,1.103999,1.085068,0.851422,1.921587,2.742594,1.007167,0.910061,0.506193,2.268724,4.128804,0.46778,1.343363,0.788806,1.566796,2.938956,0.686234,1.089101,0.865901,3.166209,1.91173,0.85338,1.158562,0.725523
2.0,4.029472,2.752064,1.082158,1.134825,0.875708,2.211761,2.311508,0.870117,0.959121,0.565556,2.074051,4.633369,0.566861,1.255728,0.832647,1.521901,2.692217,0.539709,1.18711,0.894662,2.600302,1.862494,0.686752,1.176506,0.76568
2.0,4.375855,2.817502,1.312589,1.27408,0.949509,2.4683,1.850184,0.812344,1.05311,0.664601,2.048653,4.698636,0.691693,1.2486,0.924948,1.502502,2.311394,0.563785,1.431049,0.988483,2.169428,1.878185,0.882616,1.302539,0.871835
2.0,5.062896,2.857647,1.782372,1.49099,1.101028,2.64303,1.449677,0.82011,1.171053,0.809777,2.17584,4.387322,0.83673,1.319171,1.079211,1.502712,1.882424,0.792359,1.781769,1.176307,2.019721,2.039903,1.424403,1.526663,1.058931
2.0,5.871986,2.928948,2.440657,1.742068,1.329431,2.66077,1.167655,0.879468,1.287836,0.986248,2.383929,3.916522,0.998738,1.431908,1.287035,1.598595,1.553257,1.212309,2.161169,1.449134,2.291929,2.402958,2.232637,1.80286,1.312412
2.0,6.458905,3.01439,3.231877,1.993802,1.602995,2.548638,1.034369,0.979968,1.388805,1.160702,2.628313,3.523299,1.175858,1.552915,1.520766,1.715578,1.461449,1.791557,2.536626,1.76346,3.008598,2.908792,3.211713,2.090258,1.593335
2.0,6.575199,3.070514,4.045413,2.24411,1.8694,2.344516,1.077033,1.099153,1.477596,1.297143,2.808846,3.33327,1.355984,1.687245,1.744593,1.809052,1.698683,2.422574,2.972006,2.060477,4.001209,3.429415,4.198841,2.372887,1.851802
2.0,6.187926,3.047743,4.706941,2.5064,2.076868,2.275145,1.295175,1.196389,1.57595,1.380433,2.829392,3.322864,1.521075,1.861946,1.929287,1.962159,2.233631,2.937678,3.552706,2.293412,5.021341,3.81279,4.981979,2.645745,2.045142
2.0,5.446698,2.907134,5.046565,2.778203,2.189084,2.375427,1.612718,1.230902,1.707493,1.422824,2.656962,3.352128,1.656775,2.086099,2.057981,2.275238,2.911683,3.204242,4.287013,2.438428,5.72226,3.940709,5.382133,2.895075,2.147126
2.0,4.612369,2.655167,4.973626,3.020272,2.193207,2.71861,1.924298,1.185057,1.876812,1.45109,2.337964,3.271724,1.754155,2.322931,2.125433,2.829364,3.551971,3.183741,5.053295,2.494394,5.927424,3.772033,5.32707,3.088052,2.151588
2.0,3.869311,2.335425,4.510411,3.169529,2.096308,3.175311,2.132914,1.084672,2.05891,1.478685,2.004946,3.033636,1.816705,2.491931,2.127374,3.620804,3.999779,2.905374,5.633423,2.467032,5.74318,3.35472,4.867949,3.177727,2.067708
2.0,3.331029,2.02547,3.801514,3.179443,1.920842,3.587785,2.184137,0.998435,2.217844,1.494981,1.829526,2.685365,1.872797,2.524822,2.060196,4.555434,4.151484,2.460463,5.824895,2.366778,5.436506,2.789342,4.160823,3.132909,1.915744
2.0,3.016399,1.794785,3.059696,3.039232,1.697233,3.771334,2.120361,1.001961,2.331264,1.473305,1.949806,2.334583,1.958051,2.414519,1.92389,5.48021,3.967301,1.970761,5.537143,2.207289,5.371399,2.18205,3.405231,2.94795,1.719223
2.0,2.900849,1.691228,2.48676,2.779863,1.467217,3.601818,2.022531,1.147913,2.393598,1.397088,2.378128,2.111908,2.067526,2.204954,1.737653,6.305798,3.51827,1.543288,4.838147,2.017742,5.815976,1.663954,2.784103,2.655743,1.510757
2.0,2.948997,1.746835,2.196096,2.467078,1.289276,3.120022,2.014874,1.450878,2.408354,1.284273,2.980172,2.103835,2.170314,1.974912,1.557245,7.000143,2.946735,1.255087,3.933359,1.855036,6.810005,1.340003,2.399045,2.323914,1.340912
2.0,3.136187,1.956179,2.155986,2.160087,1.222429,2.524065,2.176665,1.85156,2.372102,1.190473,3.54426,2.331604,2.233677,1.791363,1.458466,7.496184,2.395084,1.138611,3.061862,1.786544,8.155385,1.255012,2.231239,2.012359,1.264363
2.0,3.402996,2.287071,2.259418,1.888498,1.294798,2.043595,2.477075,2.251991,2.275292,1.176448,3.895746,2.734862,2.238726,1.677609,1.493528,7.733919,1.984493,1.188874,2.389341,1.850575,9.427642,1.406011,2.208346,1.7543,1.309691
2.0,3.642961,2.632513,2.356694,1.646705,1.475303,1.813442,2.772968,2.53911,2.104522,1.260708,4.007537,3.177118,2.177186,1.605075,1.647398,7.633934,1.774204,1.36502,1.938756,2.012624,10.185053,1.706843,2.226365,1.545639,1.451737
2.0,3.746778,2.860752,2.300788,1.427506,1.683793,1.923085,2.92002,2.605612,1.876245,1.405905,3.795179,3.529908,2.046089,1.531581,1.841517,7.13366,1.761435,1.58424,1.641741,2.181379,10.116246,2.033911,2.169473,1.380199,1.621967
2.0,3.651893,2.875692,2.045852,1.257025,1.829563,2.327501,2.849736,2.441691,1.656479,1.540296,3.491942,3.737276,1.866313,1.453957,1.977688,6.244003,1.895982,1.773911,1.429236,2.26284,9.214174,2.269113,1.992309,1.279749,1.742132
2.0,3.316342,2.66809,1.671764,1.202091,1.850724,2.905334,2.574059,2.130177,1.534303,1.594621,3.219765,3.781083,1.685711,1.43415,1.988225,5.037045,2.120863,1.921484,1.314087,2.204897,7.647265,2.34173,1.740663,1.3005,1.757879
2.0,2.816431,2.304638,1.312211,1.3017,1.744276,3.467914,2.177391,1.791061,1.553473,1.536601,3.151653,3.662642,1.56569,1.538877,1.864975,3.749944,2.365593,2.068026,1.338391,2.017115,5.820781,2.240135,1.497427,1.473517,1.665933
2.0,2.226758,1.880083,1.077727,1.533698,1.569428,3.859594,1.784768,1.529444,1.68732,1.389463,3.289171,3.412469,1.542032,1.781874,1.662495,2.62564,2.5613,2.265355,1.499324,1.770193,4.084416,2.00552,1.324564,1.773995,1.517583
2.0,1.673899,1.491255,0.995313,1.820348,1.411135,4.007352,1.52859,1.379103,1.852153,1.212733,3.501283,3.065149,1.590616,2.103602,1.465753,1.843253,2.624254,2.482627,1.739477,1.55543,2.718749,1.724099,1.216149,2.121691,1.389299
2.0,1.375337,1.218461,1.041291,2.057633,1.331213,3.905705,1.471254,1.323673,1.939232,1.063611,3.614227,2.676292,1.68099,2.400429,1.34012,1.524215,2.576643,2.676244,1.970283,1.434998,1.931468,1.536788,1.163571,2.410032,1.336511
2.0,1.831141,1.084323,1.218496,2.170606,1.346638,3.588469,1.588726,1.321015,1.879536,0.974105,3.560777,2.306494,1.82415,2.576527,1.306736,1.601919,2.499072,2.871175,2.116273,1.424196,1.923193,1.537077,1.200016,2.551862,1.372571
2.0,3.662877,1.028573,1.537835,2.139161,1.426988,3.140707,1.784915,1.348471,1.673923,0.941908,3.226427,1.981479,2.056126,2.582634,1.337217,1.857765,2.441102,3.105414,2.136771,1.491699,2.854793,1.692576,1.367921,2.508436,1.463571
2.0,7.483784,0.99442,1.97161,2.00183,1.520227,2.669365,1.940996,1.401079,1.392252,0.941984,2.704355,1.716715,2.3675,2.433121,1.381074,2.108971,2.422989,3.377909,2.047947,1.586137,5.0775,1.909377,1.664187,2.315806,1.553824
2.0,12.845451,0.929822,2.451339,1.833209,1.584713,2.273647,1.976448,1.480086,1.118348,0.949081,2.072424,1.504559,2.683005,2.182869,1.402681,2.181203,2.403836,3.639127,1.907472,1.663332,8.340966,2.049161,2.042197,2.068602,1.599126
2.0,18.692038,0.837984,2.869443,1.69811,1.599411,2.094504,1.88754,1.569399,0.911142,0.947675,1.542099,1.345901,2.895444,1.893707,1.389359,2.049232,2.304685,3.812982,1.780659,1.698348,12.004955,2.034754,2.421344,1.8605,1.579998
2.0,23.313545,0.781664,3.108057,1.62056,1.558585,2.620869,1.683674,1.643066,0.787119,0.937075,1.232531,1.23737,2.900844,1.618588,1.34364,1.844801,2.115232,3.804873,1.706372,1.683223,15.143522,1.906599,2.702747,1.735255,1.498218
2.0,25.1278,0.860008,3.097632,1.586434,1.475018,4.655754,1.43551,1.668697,0.731206,0.931109,1.139518,1.193342,2.652476,1.391765,1.276128,1.828854,1.92409,3.566548,1.685377,1.631423,16.460295,1.814026,2.8107,1.678392,1.375746
2.0,23.945154,1.164555,2.837786,1.564809,1.373269,8.784977,1.236237,1.62677,0.721885,0.947534,1.201324,1.261947,2.193583,1.238797,1.197752,2.232853,1.88519,3.104033,1.683704,1.570857,15.998573,1.93895,2.709638,1.640565,1.243967
2.0,20.083311,1.721327,2.412157,1.522753,1.275979,14.649591,1.140502,1.528362,0.739224,0.994164,1.322453,1.504752,1.652394,1.166059,1.113351,3.046871,2.123616,2.50954,1.648151,1.521101,13.818384,2.396582,2.438693,1.567258,1.128392
2.0,15.171386,2.4708,1.93862,1.432321,1.195386,20.90729,1.144441,1.409733,0.763349,1.059084,1.440319,1.904033,1.179415,1.152375,1.024314,4.034952,2.647173,1.930054,1.534574,1.486698,11.038548,3.171151,2.085229,1.419279,1.041992
2.0,10.50564,3.26557,1.519813,1.289544,1.131241,25.657064,1.226161,1.304209,0.78032,1.114082,1.532688,2.349874,0.896058,1.174552,0.934045,4.848357,3.302675,1.500979,1.348993,1.459202,8.407142,4.075583,1.738602,1.203377,0.986369
2.0,7.090093,3.915112,1.201389,1.114944,1.076099,27.36038,1.298191,1.223692,0.780752,1.126574,1.626306,2.677757,0.84115,1.207005,0.849058,5.211206,3.836975,1.270901,1.136976,1.420021,6.495534,4.823358,1.454767,0.961692,0.954944
2.0,5.04881,4.250577,0.98041,0.94042,1.015173,25.525152,1.296279,1.168512,0.760483,1.072661,1.762241,2.757296,0.972096,1.2199,0.773988,5.067571,4.026463,1.21514,0.955267,1.348164,5.341585,5.156167,1.250252,0.747154,0.93192
2.0,3.898984,4.182386,0.827916,0.804268,0.933611,20.828049,1.225936,1.126961,0.723324,0.950113,1.977257,2.562936,1.18855,1.200236,0.708069,4.539942,3.797949,1.257048,0.846729,1.228382,4.622491,4.960632,1.108197,0.609344,0.897827
2.0,3.033629,3.723342,0.724438,0.733026,0.830365,14.896125,1.126122,1.093437,0.678096,0.781605,2.27753,2.189707,1.391137,1.153822,0.64648,3.855895,3.247159,1.329271,0.82198,1.063115,3.967609,4.293446,1.01631,0.573051,0.842734
2.0,2.160654,2.981526,0.649743,0.737328,0.721626,9.529937,1.055582,1.077019,0.635395,0.605941,2.603735,1.768141,1.50605,1.101144,0.58767,3.223213,2.549857,1.366248,0.863888,0.878778,3.217827,3.3262,0.942366,0.633775,0.772873
2.0,1.535195,2.160661,0.576039,0.808559,0.62904,5.916803,1.040697,1.081813,0.608096,0.462127,2.893642,1.443213,1.4925,1.058964,0.534717,2.780113,1.927532,1.321519,0.935025,0.711719,2.606155,2.337009,0.84673,0.760104,0.701488
2.0,1.185147,1.429819,0.513393,0.937782,0.56627,4.099293,1.083802,1.106332,0.611089,0.372385,3.105243,1.324536,1.383829,1.047702,0.492375,2.518312,1.538238,1.220634,1.010557,0.58928,2.249781,1.541603,0.732742,0.924971,0.639315
2.0,1.13497,0.907606,0.52252,1.122015,0.536503,3.431862,1.185361,1.151813,0.653719,0.341625,3.257998,1.466937,1.302999,1.089023,0.470248,2.316561,1.429038,1.182601,1.094732,0.524843,2.178136,1.068066,0.666443,1.120101,0.593506
2.0,1.422851,0.628968,0.702213,1.368848,0.536365,3.296953,1.330345,1.227999,0.735415,0.3628,3.405126,1.85645,1.41299,1.211772,0.482833,2.084671,1.52096,1.421146,1.236257,0.518539,2.371164,0.907174,0.770903,1.367898,0.568533
2.0,2.077902,0.538603,1.109607,1.676491,0.560027,3.496195,1.473512,1.346365,0.837062,0.421588,3.5875,2.401603,1.809763,1.424327,0.539818,1.838622,1.665039,2.091802,1.485878,0.558079,2.780448,0.933466,1.134889,1.695939,0.566537
2.0,2.983211,0.542412,1.691061,2.015712,0.608994,4.020347,1.566868,1.485241,0.927963,0.501872,3.736887,2.95962,2.45405,1.697451,0.643805,1.651206,1.730772,3.154165,1.853104,0.63054,3.287224,0.998888,1.732031,2.098237,0.594719
